#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.name,ltable.streetAddress,rtable.name,rtable.streetAddress,gold
300384,6676,18636,naara cafe,9329 Wurzbach Rd Ste 101,dresden cafe,3023 Thousand Oaks Dr Ste 106,0
303261,6708,19745,chipotle mexican grill,438 NW Loop 410 Ste 101,michin fresh mexican kitchen,427 W Loop 1604 N # 202,0
305356,6728,18387,vida mia mexican cuisine,19141 Stone Oak Pkwy Suite 803,aldacos mexican cuisine,20079 Stone Oak Pkwy,0
305533,6733,19195,tealicious cafe,9234 N 1604 W,delicious garden,2815 N Loop 1604 E,0
307030,6755,18191,cadillac bar restaurant,212 S Flores St,tommy's restaurant,107 S Flores St,0
307424,6757,20384,teppanyaki grill & buffet,6719 NW Loop 410,chili's grill & bar,5790 W Loop 1604 N,0
307524,6758,19631,poppys pizza,7115 Blanco Rd Ste 107,papa john's pizza,9902 Potranco Rd Suite 116,0
309303,6768,20129,gin chinese restaurant,5337 Glen Ridge Dr Ste 103,ez's restaurants,503 E Ramsey Rd Ste 101,0
309560,6772,19007,willies grill & icehouse,15801 San Pedro Ave,chili's grill & bar,17750 San Pedro Ave,0
311682,6819,19912,apetitos mexican restaurant,1615 Meadow Way,apetito's mexican restaurant,1615 Meadow Way Dr,1
312375,6830,18100,mama margies mexican restaurant,9950 Interstate 10 Frontage Rd,el rodeo de jalisco mexican restaurants,5510 Interstate 10 E,0
316204,6907,17650,wingit,5020 Old Seguin Rd,wingit,5020 Seguin Rd,1
316602,6927,18657,vegeria vegan restaurant,8407 Broadway Ste 1,tin star restaurant,7863 Callaghan Rd Ste 101,0
317032,6938,19526,thai topaz,9386 Huebner Rd Ste 101,thai topaz,9386 Huebner Rd Ste 101,1
318875,6953,22728,hillcrest sandwich co.,3780 5th Ave Ste 1,hillcrest sandwich co,3780 5th Ave Ste 1,1
319589,6968,22859,minh ky chinese restaurant,4644 El Cajon Blvd Ste 101,hoai hue restaurant,4660 El Cajon Blvd Ste 102,0
320799,7033,23420,boudin bakery & caf,7007 Friars Rd Ste 357,boudin bakery,7007 Friars Rd Ste 357,1
320966,7048,22265,old town mexican cafe,2489 San Diego Ave,sombrero mexican food,8590 Rio San Diego Dr,0
322376,7080,20671,red sea restaurant,4717 University Ave,peking restaurant,2877 University Ave,0
322994,7088,22636,mignon pho + grill,3860 Convoy St Ste 116,mignon pho + grill,3860 Convoy St,1
323016,7090,21065,saiko sushi,2884 University Ave,lava sushi,1045 University Ave,0
323990,7137,21191,lu pizzetta,4508 Cass St Ste B,lu pizzetta,4508 Cass St Ste B,1
324259,7142,21445,the mission cafe,3795 Mission Blvd,mission trails,7385 Mission Gorge Rd,0
325108,7171,23139,rose donuts,5201 Linda Vista Rd Ste 100,yum-yum donuts,6925 Linda Vista Rd Ste B,0
328161,7257,20687,wood ranch bbq & grill,7510 Hazard Center Dr Ste 215,wood ranch barbecue and grill,7510 Hazard Center Dr,1
328282,7264,21822,the kebab shop,303 W Beech St Ste C-2,the kebab shop,303 W Beech St,1
329430,7290,22352,abraj mediterranean restaurant,6475 El Cajon Blvd,maxim's seafood restaurant,4616 El Cajon Blvd,0
329505,7290,23107,abraj mediterranean restaurant,6475 El Cajon Blvd,awash ethiopian restaurant,4979 El Cajon Blvd,0
330678,7319,23317,florent restaurant & lounge,672 5th Ave,cafe sevilla restaurant,353 5th Ave,0
331398,7336,22485,hoai hue restaurant,4660 El Cajon Blvd Ste 102,awash ethiopian restaurant market,2884 El Cajon Blvd,0
333641,7418,21297,bo-beau kitchen + bar,4996 W Point Loma Blvd,domo kitchen,9353 Clairemont Mesa Blvd,0
333708,7421,21919,mamas grill,7420 Clairemont Mesa Blvd Ste 104,chili's grill & bar,4060 Clairemont Mesa Blvd,0
335739,7502,23036,kensington cafe,4141 Adams Ave,kensington cafe,4141 Adams Ave,1
336324,7529,22958,pizza e birra,3625 India St,pizza artigiana,1702 India St,0
338653,7603,23374,seaport village,831 W Harbor Dr,asaggio pizza pasta plus seaport village,879 W Harbor Dr,0
338673,7606,21467,myung in dumplings,4344 Convoy St,dumpling inn,4619 Convoy St Ste F,0
339680,7639,22425,casa guadalajara,4105 Taylor St,casa guadalajara,4105 Taylor St,1
340020,7653,20717,rei do gado brazilian steak house,939 4th Ave,greystone the steak house,658 5th Ave,0
341582,7720,22242,maritzas mexican food restaurant,3582 Mount Acadia Blvd Ste D,boll weevil restaurants,9330 Clairemont Mesa Blvd Ste E,0
341646,7720,22955,maritzas mexican food restaurant,3582 Mount Acadia Blvd Ste D,armandos mexican food,10066 Pacific Heights Blvd # 115,0
342987,7767,20957,gordon biersch brewery restaurant,5010 Mission Ctr Rd,wolf restaurant group,4150 Mission Blvd Ste 212,0
344084,7791,21207,deli sushi & desserts,8680 Miralani Dr Ste 122,ob sushi sushi,4967 Newport Ave Ste 17,0
344431,7803,21529,aladdin cafe,5420 Clairemont Mesa Blvd Ste 101,teri cafe,7305 Clairemont Mesa Blvd,0
344669,7817,21738,doghouse bar & grill,3515 5th Ave,fusion bar & grill,1152 7th Ave,0
344995,7825,21355,island style cafe,5950 Santo Rd Ste K,island style cafe,5950 Santo Rd,1
345369,7832,23420,85c bakery cafe,5575 Balboa Ave Ste 330,boudin bakery,7007 Friars Rd Ste 357,0
345885,7854,21595,oscars mexican seafood,646 University Ave,ortega's mexican bistro,141 University Ave,0
345988,7859,20767,niban japanese restaurant,7081 Clairemont Mesa Blvd Ste 101,thaigo restaurant,11720 Carmel Mountain Rd Ste 158,0
346242,7859,23342,niban japanese restaurant,7081 Clairemont Mesa Blvd Ste 101,sala thai restaurant,6161 El Cajon Blvd Ste A,0
348546,7939,23163,humbertos taco shop,1015 25th St Ste C,humberto's taco shop,1015 25th St,1
349389,8000,25572,the grape restaurant,2808 Greenville Ave,thai thai restaurant,1731 Greenville Ave,0
351411,8078,25094,casa dolores tex-mex restaurant,4906 Maple Ave,avilas restaurant,4714 Maple Ave,0
351442,8078,25403,casa dolores tex-mex restaurant,4906 Maple Ave,roma's pizza & restaurant,7402 Greenville Ave,0
351551,8081,24099,pera mediterranean grill,2633 McKinney Ave Ste 170,cedars mediterranean grill,8141 Walnut Hill Ln Ste 1200,0
352169,8106,24216,mias tex-mex restaurant,4322 Lemmon Ave,gloria's restaurant,3223 Lemmon Ave Ste 100,0
356637,8256,25586,bolsa mercado,634 W Davis St,bolsa,614 W Davis St,0
356929,8259,25572,avilas mexican restaurant,4714 Maple Ave,thai thai restaurant,1731 Greenville Ave,0
357177,8265,23791,zizikis restaurants,11661 Preston Rd Ste 309,riyen chinese restaurant,11404 Shiloh Rd Ste 125,0
357378,8265,25435,zizikis restaurants,11661 Preston Rd Ste 309,jeannie's chinese restaurant,5441 Alpha Rd Ste 102,0
357648,8274,25933,sevys grill,8201 Preston Rd Ste 100,kona grill,8687 N Central Expy Ste 1722,0
357850,8290,23657,snap kitchen,2222 Mckinney Ave Ste 110,lyfe kitchen,3699 McKinney Ave A-221,0
358406,8303,24769,atomic pie,9660 Audelia Rd Ste 117,atomic pie,9660 Audelia Rd #117,1
359136,8329,26078,salum restaurant,4152 Cole Ave Ste 103,wingstop restaurant,3400 Lombardy Ln Ste 107,0
359933,8376,24295,grimaldis pizzeria,8060 Park Ln Ste 105,carmine's pizzeria,5365 Spring Valley Rd Ste 138,0
359974,8377,25933,kona grill,Northpark center 8687 N Central Exwy,kona grill,8687 N Central Expy Ste 1722,1
360355,8397,26391,dal dong ne,11445 Emerald St Ste 109,dal dong nae korean restaurant,11445 Emerald St,1
360434,8400,25733,momo italian kitchen,8989 Forest Ln Ste 130,momo's italian specialties,9191 Forest Ln # A2,0
360796,8404,26204,mangiamo italian restaurant,12835 Preston Rd Ste 220,la libela restaurant,9191 Forest Ln Ste 2,0
361089,8420,23542,taqueria latina,6412 Skillman,takueria latina,6412 Skillman St,1
361276,8423,23832,parigi restaurant,3311 Oak Lawn Ave Ste 102,dish restaurant preston hollow,8611 Hillcrest Ave Suite 100,0
361453,8423,25278,parigi restaurant,3311 Oak Lawn Ave Ste 102,snuffer's restaurant & bar,8411 Preston Rd Ste 112,0
361528,8423,25920,parigi restaurant,3311 Oak Lawn Ave Ste 102,mirabelle restaurant,17610 Midway Rd Ste 140,0
361563,8423,26216,parigi restaurant,3311 Oak Lawn Ave Ste 102,pappas restaurants,3520 Oak Lawn Ave,0
362587,8438,25556,lazy dog restaurant & bar,5100 Beltline Rd Ste 500,phillips brothers restaurant,12900 Preston Rd Ste 1111,0
362807,8446,24035,seafood shack,3701 W NW Hwy Ste 195,marisco's seafood shack,3701 W Northwest Hwy,1
363610,8471,25647,ba le restaurant,11404 Shiloh Rd Ste 101,steel restaurant,3102 Oak Lawn Ave Ste 100,0
363905,8482,24367,glorias restaurant,5100 Belt Line Rd Ste 864,kong china restaurant,1150 W Kiest Blvd Ste 325,0
364187,8485,24363,jjs cafe,10233 E NW Hwy Ste 434,rose cafe,8035 E R L Thornton Fwy Ste 612,0
365695,8521,26058,sahara restaurant,5441 Alpha Rd Ste 110,restaurant touch up in,10850 Switzer Ave Ste 110,0
365785,8527,23669,mexicali restaurant,11277 E NW Hwy Ste 148,salum restaurant,4152 Cole Ave Ste 103,0
366449,8546,25777,oak cliff social club,238 W Davis St,oak cliff pizza & pasta,1315 W Davis St,0
366454,8548,23782,burger street,5657 E Mockingbird Ln,smashburger,"5319 E Mockingbird Ln , Ste 120",0
366721,8553,24764,gonzalez restaurant,367 W Jefferson Blvd,carmen's restaurant,4717 Singleton Blvd,0
369999,8614,23498,snuffers restaurant & bar,8411 Preston Rd Ste 112,asorock restaurant & lounge,10720 Miller Rd Ste 204,0
370108,8614,24368,snuffers restaurant & bar,8411 Preston Rd Ste 112,royal china restaurant,201 Preston Royal Shopping Ctr,0
372064,8653,25227,royal wok chinese restaurant,2560 Royal Ln Ste 100,purple cow restaurant,634 Preston Royal Shopping Ctr,0
372107,8653,25556,royal wok chinese restaurant,2560 Royal Ln Ste 100,phillips brothers restaurant,12900 Preston Rd Ste 1111,0
372144,8653,25946,royal wok chinese restaurant,2560 Royal Ln Ste 100,chosun kalbi restaurant,2560 Royal Ln,0
372160,8653,26078,royal wok chinese restaurant,2560 Royal Ln Ste 100,wingstop restaurant,3400 Lombardy Ln Ste 107,0
372901,8669,25363,mais vietnamese restaurant,4812 Bryan St Ste 100,two rows restaurant & brewery,5500 Greenville Ave Ste 1300,0
373285,8685,26067,zenna,300 N Akard St,zenna,300 N ACRED STREET SUIT 100,1
373985,8710,23948,mr sushi japanese restaurant,4860 Belt Line Rd,may dragon chinese restaurant,4848 Belt Line Rd,0
374186,8710,25653,mr sushi japanese restaurant,4860 Belt Line Rd,chow thai restaurant,5290 Belt Line Rd,0
374506,8729,24364,sushi zushi,3636 McKinney Ave Ste 150,sushi zushi,3636 McKinney Ave,1
375030,8736,24763,bennys bagels lakewood,1901 Skillman St,benny's bagels,1901 Skillman St,1
375095,8743,24762,sol irlandes,1525 Main St,sol irlandes restaurant,1525 Main St,1
375335,8749,24731,gonzales mexican food restaurant,8121 Bruton Rd,shang hai restaurant,12817 Preston Rd Ste 132,0
375928,8755,23462,texas land & cattle,3130 Lemmon Ave.,texas land & cattle,3130 Lemmon Ave,1
376498,8771,25217,emilios cafe,2006 S. Ervay,new tops cafe,418 S Ervay St,0
377172,8778,25703,palomino restaurant & bar,The Crescent Atrium 500 Crescent Ct Ste 165,ams restaurants,5626 Preston Oaks Rd Ste 15,0
383294,8940,26290,henderson tap house,2323 N Henderson Ave Ste 101-102,j blacks dallas henderson ave,2409 N Henderson Ave,0
388726,9063,28440,jennys kitchen,5175 Moorpark Ave Ste 5,the charming kitchen,1053 Lincoln Ave Ste 100,0
388928,9081,27265,thai elephant express,3005 Silver Creek Rd Ste 128,panda express,4898 San Felipe Rd Ste 140,0
389877,9110,27305,araujos mexican grill / el paisa taqueria,3070 Senter Rd,araujos taqueria,3070 Senter Rd,1
390779,9126,26687,elements restaurant,6944 Almaden Expy,miro's restaurant & bar,282 Almaden Blvd,0
392880,9156,26912,seven seas sushi japanese restaurant,130 E Santa Clara St,oros thai restaurant,6177 Santa Teresa Blvd,0
393084,9160,26427,quan hue restaurant,1818 Tully Rd Ste 150,anh hong restaurant,"1818 Tully, Suite 150, San Jose, CA95122",0
393307,9160,28120,quan hue restaurant,1818 Tully Rd Ste 150,sushi boat restaurant,1600 Saratoga Ave Ste 119,0
394387,9183,27276,goveas restaurant,1996 Tully Rd,pho huong vietnamese restaurant,1954 Tully Rd,0
394842,9191,27845,izakaya restaurant,1335 N 1st St,teske's germania restaurant,255 N 1st St,0
395330,9199,26918,the pizza box,148 S Jackson Ave,pizza box,148 S Jackson Ave,1
397325,9232,28729,la peita restaurant,601 S 1st St,la penita restaurant,601 S 1st St,1
397588,9234,28354,plaza garibaldi restaurant,1170 E Santa Clara St,vung tau restaurant,535 E Santa Clara St,0
399114,9262,27907,crab & cray cajun seafood & bar,1735 E Capitol Expy,crab & cray cajun seafood & bar,1735 E Capitol Expy,1
401719,9320,26448,beach hut deli,2081 Camden Ave,beach hut deli,2081 Camden Ave,1
402915,9356,27280,kims sandwiches,1816 Tully Rd,long phung sandwich & food,2145 Tully Rd,0
403590,9379,26494,chick-fil-a,53 Headquarters Dr,chick-fil-a,53 Headquarters Dr,1
404655,9391,27239,taqueria la taquiza,1447 Bird Ave,taqueria la paquiza,1409 Bird Ave,0
405168,9406,28595,hue restaurant,3005 Silver Creek Rd Ste 190,harvest restaurant,5300 Stevens Creek Blvd,0
408265,9452,28718,golden buddha chinese restaurant,2768 Aborn Rd,new sam kee restaurant,1942 Aborn Rd,0
408544,9466,27344,angies pizza italian restaurant,1535 S Winchester Blvd,angie's pizza,1535 S Winchester Blvd,1
408787,9467,27424,b n restaurant - sizzling plate,1615 Mckee Rd,la enramada restaurant,1635 McKee Rd,0
412370,9519,28265,nha trang restaurant,1820 Tully Rd,govea's restaurant,1996 Tully Rd,0
413767,9550,27571,tandoori oven,150 S 1st St Ste 107,tandoori bites,3730 N 1st St,0
413804,9555,27023,evergreen coffee company,4075 Evergreen Village Sq Ste 150,coffee chai,90 Skyport Dr Ste 130,0
413938,9566,27191,miyabitei japanese restaurant,675 Saratoga Ave,yas restaurant,1138 Saratoga Ave,0
414331,9567,27845,mosaic restaurant,Four Points Sheraton 211 S 1st St,teske's germania restaurant,255 N 1st St,0
414435,9567,28729,mosaic restaurant,Four Points Sheraton 211 S 1st St,la penita restaurant,601 S 1st St,0
414593,9572,26552,red rose restaurant and catering,30 E Santa Clara St,flames restaurant,7170 Santa Teresa Blvd,0
414621,9572,26784,red rose restaurant and catering,30 E Santa Clara St,seven seas sushi japanese restaurant,130 E. Santa Clara Street,0
414882,9576,26464,the fish market,1007 Blossom Hill Rd,boston market,880 Blossom Hill Rd,0
416693,9605,27875,pappageorggeo pizza,4658 Pearl Ave,pappageorggeo pizza,4658 Pearl Ave,1
417424,9618,27543,straits restaurant - santana row,333 Santana Row Ste 1100,el mariachi restaurant,1246 E Santa Clara St,0
417813,9631,27376,wingstop,725 Ridder Park Dr Ste 80,wingstop restaurant,725 Ridder Park Dr,1
418955,9648,28032,puerto azul restaurant,1072 Lincoln Ave,taiwan restaurant-willow glen,1306 Lincoln Ave,0
419214,9654,27286,soong soong restaurant,3680 Stevens Creek Blvd Ste C,thanh da restaurant,1111 Story Rd Ste 1015,0
420848,9707,27615,sousas restaurant,1614 Alum Rock Ave,el grullense restaurant,1527 Alum Rock Ave,0
422093,9729,27993,new tung kee noodle house,262 E Santa Clara St,da noodle,225 E Santa Clara St,0
422202,9739,27819,la victoria taqueria,1415 N 4th St,taqueria corona,601 N 4th St,0
424761,9794,27841,savoy bar and grill,855 N 13th St,gecko grill,855 N 13th St,0
424821,9795,28352,taqueria el gallo jr,1520 Alum Rock Ave,mi ranchito taqueria ii,2928 Alum Rock Ave,0
425707,9817,28440,dalian kitchen,150 S First St Ste 111,the charming kitchen,1053 Lincoln Ave Ste 100,0
425949,9822,27987,dong que restaurant,2852 Alum Rock Ave,yummy restaurants,1688 Alum Rock Ave,0
427944,9863,26533,ca mau restaurant,2847 S White Rd Ste 110,el centenario restaurant,2003 Story Rd. ste 100,0
429168,9878,26896,shan restaurant,4140 N 1st St Ste 30,wingstop restaurant,121 Curtner Ave Ste 30,0
430858,9933,28257,angkorian express,2200 Eastridge Loop Ste 1105,chinese gourmet express,2200 Eastridge Loop Ste 9203,0
